City,Date,PM 2.5 Value
BatonRouge,9/6/2017,8.5
BatonRouge,10/6/2017,4.6
BatonRouge,11/6/2017,6.8
BatonRouge,12/6/2017,2.5
BatonRouge,1/6/2018,10.7
BatonRouge,2/6/2018,8.1
BatonRouge,4/6/2018,6.9
BatonRouge,5/6/2018,8.4
BatonRouge,6/6/2018,10.4
BatonRouge,7/6/2018,5.1
BatonRouge,8/6/2018,11.6
BatonRouge,9/6/2018,5.5
BatonRouge,10/6/2018,6.1
BatonRouge,11/6/2018,6.1
BatonRouge,12/6/2018,8.4
BatonRouge,1/6/2019,9.6
BatonRouge,2/6/2019,8.7
BatonRouge,3/6/2019,8.4
BatonRouge,4/6/2019,11.5
BatonRouge,5/6/2019,7.6
BatonRouge,6/6/2019,5.1
BatonRouge,7/6/2019,30.9
BatonRouge,8/6/2019,4.9
BatonRouge,9/6/2019,26.3
BatonRouge,10/6/2019,6.6
BatonRouge,11/6/2019,12.5
BatonRouge,12/6/2019,10.7
BatonRouge,1/6/2020,5.3
BatonRouge,2/6/2020,2.8
BatonRouge,3/6/2020,5.5
BatonRouge,4/6/2020,9
BatonRouge,5/6/2020,5.2
BatonRouge,6/6/2020,4.9
BatonRouge,7/6/2020,10
BatonRouge,8/6/2020,9.6
BatonRouge,9/6/2020,8
BatonRouge,10/6/2020,11.9
BatonRouge,11/6/2020,11.4
BatonRouge,1/6/2021,3.2
BatonRouge,2/6/2021,3
BatonRouge,3/6/2021,6.8
BatonRouge,4/6/2021,7.8
BatonRouge,6/6/2021,3.2
BatonRouge,7/6/2021,6.5
BatonRouge,8/6/2021,22.8
BatonRouge,9/6/2021,15.1
BatonRouge,10/6/2021,9.7
BatonRouge,11/6/2021,10.7
BatonRouge,12/6/2021,4.6
BatonRouge,1/7/2011,5.4
BatonRouge,2/7/2011,8.9
BatonRouge,3/7/2011,11.1
BatonRouge,4/7/2011,9.7
BatonRouge,5/7/2011,11.3
BatonRouge,6/7/2011,20.2
BatonRouge,7/7/2011,13.7
BatonRouge,8/7/2011,7.8
BatonRouge,9/7/2011,7.8
BatonRouge,10/7/2011,8.9
BatonRouge,11/7/2011,5.6
BatonRouge,12/7/2011,7.9
BatonRouge,1/7/2012,5.7
BatonRouge,2/7/2012,9.2
BatonRouge,3/7/2012,8.2
BatonRouge,4/7/2012,8.4
BatonRouge,5/7/2012,11.7
BatonRouge,6/7/2012,12.2
BatonRouge,7/7/2012,12.7
BatonRouge,8/7/2012,13.1
BatonRouge,9/7/2012,8.3
BatonRouge,10/7/2012,6
BatonRouge,11/7/2012,8
BatonRouge,12/7/2012,7.95
BatonRouge,1/7/2013,7.9
BatonRouge,2/7/2013,7.6
BatonRouge,3/7/2013,28.9
BatonRouge,4/7/2013,5
BatonRouge,5/7/2013,10.7
BatonRouge,6/7/2013,7.8
BatonRouge,7/7/2013,3.5
BatonRouge,8/7/2013,14.9
BatonRouge,9/7/2013,11.4
BatonRouge,10/7/2013,4.6
BatonRouge,11/7/2013,5.4
BatonRouge,12/7/2013,9.5
BatonRouge,1/7/2014,5.8
BatonRouge,2/7/2014,11.7
BatonRouge,4/7/2014,3.6
BatonRouge,5/7/2014,7.7
BatonRouge,6/7/2014,4.9
BatonRouge,7/7/2014,12.4
BatonRouge,8/7/2014,6.1
BatonRouge,9/7/2014,7.7
BatonRouge,10/7/2014,6.9
BatonRouge,11/7/2014,3.8
BatonRouge,12/7/2014,8.2
BatonRouge,1/7/2015,6.4
BatonRouge,2/7/2015,9.2
BatonRouge,3/7/2015,6.6
BatonRouge,5/7/2015,6.3
BatonRouge,6/7/2015,11.9
BatonRouge,7/7/2015,8.2
BatonRouge,8/7/2015,11.2
BatonRouge,9/7/2015,9.9
BatonRouge,10/7/2015,17.8
BatonRouge,11/7/2015,3.7
BatonRouge,12/7/2015,11.5
BatonRouge,1/7/2016,7.8
BatonRouge,2/7/2016,8.1
BatonRouge,3/7/2016,8.6
BatonRouge,4/7/2016,7.9
BatonRouge,5/7/2016,9.1
BatonRouge,6/7/2016,8.5
BatonRouge,7/7/2016,8.7
BatonRouge,8/7/2016,9.9
BatonRouge,9/7/2016,7.4
BatonRouge,10/7/2016,53.4
BatonRouge,11/7/2016,8.1
BatonRouge,12/7/2016,7.5
BatonRouge,2/7/2017,8.7
BatonRouge,3/7/2017,6.5
BatonRouge,4/7/2017,10.2
BatonRouge,5/7/2017,9.2
BatonRouge,6/7/2017,6.5
BatonRouge,7/7/2017,4.9
BatonRouge,8/7/2017,5
BatonRouge,9/7/2017,7.5
BatonRouge,10/7/2017,3.1
BatonRouge,11/7/2017,8.6
BatonRouge,12/7/2017,3
BatonRouge,1/7/2018,7.4
BatonRouge,2/7/2018,4.4
BatonRouge,3/7/2018,6.7
BatonRouge,4/7/2018,4.7
BatonRouge,5/7/2018,11.7
BatonRouge,6/7/2018,22.8
BatonRouge,7/7/2018,9.8
BatonRouge,8/7/2018,5.5
BatonRouge,9/7/2018,5.4
BatonRouge,10/7/2018,7.3
BatonRouge,11/7/2018,7.5
BatonRouge,12/7/2018,5.6
BatonRouge,1/7/2019,9.5
BatonRouge,2/7/2019,7.1
BatonRouge,3/7/2019,7
BatonRouge,4/7/2019,7.9
BatonRouge,5/7/2019,7
BatonRouge,6/7/2019,14.4
BatonRouge,7/7/2019,20.2
BatonRouge,8/7/2019,9
BatonRouge,9/7/2019,21.6
BatonRouge,10/7/2019,6.4
BatonRouge,11/7/2019,13.5
BatonRouge,12/7/2019,8.2
BatonRouge,1/7/2020,5.5
BatonRouge,2/7/2020,3.6
BatonRouge,3/7/2020,5.1
BatonRouge,4/7/2020,9.1
BatonRouge,5/7/2020,5.5
BatonRouge,6/7/2020,3.3
BatonRouge,7/7/2020,10.8
BatonRouge,8/7/2020,12.4
BatonRouge,9/7/2020,10
BatonRouge,10/7/2020,13.3
BatonRouge,11/7/2020,9
BatonRouge,1/7/2021,5.7
BatonRouge,2/7/2021,4.3
BatonRouge,3/7/2021,8.6
BatonRouge,4/7/2021,7.9
BatonRouge,5/7/2021,7.8
BatonRouge,6/7/2021,6.4
BatonRouge,7/7/2021,5.3
BatonRouge,8/7/2021,9.8
BatonRouge,9/7/2021,9.1
BatonRouge,10/7/2021,10.7
BatonRouge,11/7/2021,9.2
BatonRouge,12/7/2021,8.6
BatonRouge,1/8/2011,5.8
BatonRouge,2/8/2011,12.6
BatonRouge,3/8/2011,7.7
BatonRouge,4/8/2011,10.9
BatonRouge,5/8/2011,11.2
BatonRouge,6/8/2011,14.2
BatonRouge,7/8/2011,6.7
BatonRouge,8/8/2011,5.1
BatonRouge,9/8/2011,9.7
BatonRouge,10/8/2011,8.4
BatonRouge,11/8/2011,5
BatonRouge,12/8/2011,13.2
BatonRouge,1/8/2012,4.7
BatonRouge,2/8/2012,6.7
BatonRouge,3/8/2012,5.8
BatonRouge,4/8/2012,13.2
BatonRouge,5/8/2012,8.7
BatonRouge,6/8/2012,9.2
BatonRouge,7/8/2012,7.7
BatonRouge,8/8/2012,11.3
BatonRouge,9/8/2012,12.5
BatonRouge,10/8/2012,5.7
BatonRouge,11/8/2012,6.6
BatonRouge,12/8/2012,9.4
BatonRouge,1/8/2013,4.1
BatonRouge,2/8/2013,10.2
BatonRouge,3/8/2013,25.1
BatonRouge,4/8/2013,8.6
BatonRouge,5/8/2013,9.9
BatonRouge,6/8/2013,11.4
BatonRouge,7/8/2013,4.2
BatonRouge,8/8/2013,19.7
BatonRouge,9/8/2013,11.4
BatonRouge,10/8/2013,5.7
BatonRouge,11/8/2013,5.2
BatonRouge,12/8/2013,4.1
BatonRouge,1/8/2014,7.3
BatonRouge,2/8/2014,12.4
BatonRouge,3/8/2014,7.8
BatonRouge,4/8/2014,6.2
BatonRouge,5/8/2014,7.2
BatonRouge,6/8/2014,4.1
BatonRouge,7/8/2014,7.9
BatonRouge,8/8/2014,9.6
BatonRouge,9/8/2014,9.8
BatonRouge,10/8/2014,7
BatonRouge,11/8/2014,6.7
BatonRouge,12/8/2014,12.4
BatonRouge,1/8/2015,7.1
BatonRouge,2/8/2015,5.7
BatonRouge,3/8/2015,14.3
BatonRouge,5/8/2015,4.8
BatonRouge,6/8/2015,14.3
BatonRouge,7/8/2015,10.2
BatonRouge,8/8/2015,13.6
BatonRouge,9/8/2015,12.5
BatonRouge,10/8/2015,16.9
BatonRouge,11/8/2015,6.1
BatonRouge,12/8/2015,21
BatonRouge,1/8/2016,9.4
BatonRouge,2/8/2016,7.4
BatonRouge,3/8/2016,6.1
BatonRouge,4/8/2016,8.7
BatonRouge,5/8/2016,7.2
BatonRouge,6/8/2016,10
BatonRouge,7/8/2016,13.1
BatonRouge,8/8/2016,8.8
BatonRouge,9/8/2016,9
BatonRouge,10/8/2016,29.5
BatonRouge,11/8/2016,4.7
BatonRouge,12/8/2016,6.2
BatonRouge,2/8/2017,13.5
BatonRouge,3/8/2017,3.8
BatonRouge,4/8/2017,12.9
BatonRouge,5/8/2017,10.2
BatonRouge,6/8/2017,6.8
BatonRouge,7/8/2017,6.5
BatonRouge,8/8/2017,5.1
BatonRouge,9/8/2017,7.1
BatonRouge,11/8/2017,6.9
BatonRouge,12/8/2017,4.7
BatonRouge,1/8/2018,7.6
BatonRouge,2/8/2018,5.7
BatonRouge,3/8/2018,9.7
BatonRouge,4/8/2018,7.3
BatonRouge,5/8/2018,15.9
BatonRouge,6/8/2018,16.4
BatonRouge,7/8/2018,5.3
BatonRouge,8/8/2018,7.3
BatonRouge,9/8/2018,5.2
BatonRouge,10/8/2018,5.2
BatonRouge,11/8/2018,3.7
BatonRouge,12/8/2018,3.7
BatonRouge,1/8/2019,5.8
BatonRouge,2/8/2019,4.2
BatonRouge,3/8/2019,4.7
BatonRouge,4/8/2019,4.5
BatonRouge,5/8/2019,7.2
BatonRouge,6/8/2019,9.7
BatonRouge,7/8/2019,13.7
BatonRouge,8/8/2019,12.7
BatonRouge,9/8/2019,11.1
BatonRouge,10/8/2019,5.1
BatonRouge,11/8/2019,7
BatonRouge,12/8/2019,13.9
BatonRouge,1/8/2020,4.7
BatonRouge,2/8/2020,8.4
BatonRouge,3/8/2020,10.9
BatonRouge,5/8/2020,5
BatonRouge,6/8/2020,4.7
BatonRouge,7/8/2020,19.5
BatonRouge,8/8/2020,13.9
BatonRouge,9/8/2020,10
BatonRouge,10/8/2020,8.5
BatonRouge,11/8/2020,6.9
BatonRouge,12/8/2020,12.7
BatonRouge,1/8/2021,6.1
BatonRouge,2/8/2021,5.2
BatonRouge,3/8/2021,15.6
BatonRouge,5/8/2021,8
BatonRouge,6/8/2021,7.1
BatonRouge,7/8/2021,6.8
BatonRouge,8/8/2021,17
BatonRouge,9/8/2021,17.2
BatonRouge,10/8/2021,12.7
BatonRouge,11/8/2021,12.2
BatonRouge,12/8/2021,8.3
BatonRouge,1/9/2011,4.1
BatonRouge,2/9/2011,8.5
BatonRouge,3/9/2011,7.9
BatonRouge,4/9/2011,9.9
BatonRouge,5/9/2011,12.4
BatonRouge,6/9/2011,13.2
BatonRouge,7/9/2011,7.7
BatonRouge,8/9/2011,8.9
BatonRouge,9/9/2011,24.8
BatonRouge,10/9/2011,8.2
BatonRouge,11/9/2011,6.6
BatonRouge,12/9/2011,12.5
BatonRouge,1/9/2012,6.2
BatonRouge,2/9/2012,8.6
BatonRouge,3/9/2012,3.5
BatonRouge,4/9/2012,4.2
BatonRouge,5/9/2012,9.5
BatonRouge,6/9/2012,5.4
BatonRouge,7/9/2012,4.8
BatonRouge,8/9/2012,6.7
BatonRouge,9/9/2012,10.2
BatonRouge,10/9/2012,13.7
BatonRouge,11/9/2012,9.3
BatonRouge,12/9/2012,12.1
BatonRouge,1/9/2013,4.4
BatonRouge,2/9/2013,8.9
BatonRouge,3/9/2013,21
BatonRouge,4/9/2013,7.5
BatonRouge,5/9/2013,6.1
BatonRouge,6/9/2013,4.4
BatonRouge,8/9/2013,11.1
BatonRouge,9/9/2013,15.3
BatonRouge,10/9/2013,9.6
BatonRouge,11/9/2013,7.5
BatonRouge,12/9/2013,4.2
BatonRouge,1/9/2014,6.6
BatonRouge,2/9/2014,10.1
BatonRouge,3/9/2014,11.5
BatonRouge,4/9/2014,6.1
BatonRouge,5/9/2014,5.5
BatonRouge,6/9/2014,5.8
BatonRouge,7/9/2014,7.9
BatonRouge,8/9/2014,6.2
BatonRouge,9/9/2014,12.9
BatonRouge,10/9/2014,9
BatonRouge,11/9/2014,8.2
BatonRouge,12/9/2014,14.3
BatonRouge,1/9/2015,8.6
BatonRouge,2/9/2015,12.9
BatonRouge,5/9/2015,6.6
BatonRouge,6/9/2015,8.1
BatonRouge,7/9/2015,8.7
BatonRouge,8/9/2015,19.5
BatonRouge,9/9/2015,8.3
BatonRouge,10/9/2015,13.2
BatonRouge,11/9/2015,6.5
BatonRouge,12/9/2015,15.6
BatonRouge,1/9/2016,3.3
BatonRouge,2/9/2016,6.3
BatonRouge,4/9/2016,8.9
BatonRouge,5/9/2016,8.6
BatonRouge,6/9/2016,13.9
BatonRouge,7/9/2016,14.1
BatonRouge,8/9/2016,12
BatonRouge,9/9/2016,6.7
BatonRouge,10/9/2016,9.2
BatonRouge,11/9/2016,8.7
BatonRouge,12/9/2016,3.5
BatonRouge,2/9/2017,8.2
BatonRouge,3/9/2017,6
BatonRouge,4/9/2017,9.5
BatonRouge,5/9/2017,8.1
BatonRouge,6/9/2017,10.6
BatonRouge,7/9/2017,7.9
BatonRouge,8/9/2017,4.7
BatonRouge,9/9/2017,9.6
BatonRouge,10/9/2017,3.9
BatonRouge,11/9/2017,4.7
BatonRouge,12/9/2017,4.4
BatonRouge,2/9/2018,7.2
BatonRouge,3/9/2018,10
BatonRouge,4/9/2018,7.2
BatonRouge,5/9/2018,16.2
BatonRouge,6/9/2018,10.2
BatonRouge,7/9/2018,9.2
BatonRouge,8/9/2018,6.1
BatonRouge,9/9/2018,6.7
BatonRouge,10/9/2018,5.2
BatonRouge,11/9/2018,5.2
BatonRouge,12/9/2018,8.1
BatonRouge,1/9/2019,4.2
BatonRouge,2/9/2019,6.6
BatonRouge,3/9/2019,7.6
BatonRouge,4/9/2019,8.5
BatonRouge,5/9/2019,8.8
BatonRouge,6/9/2019,12.1
BatonRouge,7/9/2019,9.5
BatonRouge,8/9/2019,11.8
BatonRouge,9/9/2019,14.6
BatonRouge,10/9/2019,9.1
BatonRouge,11/9/2019,7.7
BatonRouge,12/9/2019,10.2
BatonRouge,1/9/2020,6.2
BatonRouge,2/9/2020,4.8
BatonRouge,3/9/2020,9.4
BatonRouge,5/9/2020,4.3
BatonRouge,6/9/2020,10.2
BatonRouge,7/9/2020,16.9
BatonRouge,8/9/2020,6.5
BatonRouge,9/9/2020,7.5
BatonRouge,10/9/2020,4
BatonRouge,11/9/2020,6.1
BatonRouge,12/9/2020,10.8
BatonRouge,1/9/2021,10.2
BatonRouge,2/9/2021,8.1
BatonRouge,3/9/2021,10.4
BatonRouge,4/9/2021,10.5
BatonRouge,5/9/2021,6.7
BatonRouge,6/9/2021,9.1
BatonRouge,7/9/2021,6.5
BatonRouge,8/9/2021,8
BatonRouge,9/9/2021,9.4
BatonRouge,10/9/2021,18.5
BatonRouge,11/9/2021,17
BatonRouge,12/9/2021,11.7
BatonRouge,1/10/2011,8.2
BatonRouge,2/10/2011,6.5
BatonRouge,3/10/2011,7.9
BatonRouge,4/10/2011,8.2
BatonRouge,5/10/2011,7.2
BatonRouge,6/10/2011,18.7
BatonRouge,7/10/2011,9.7
BatonRouge,8/10/2011,16.25
BatonRouge,9/10/2011,22.8
BatonRouge,10/10/2011,7
BatonRouge,11/10/2011,6.5
BatonRouge,12/10/2011,7.1
BatonRouge,1/10/2012,12.6
BatonRouge,2/10/2012,22.6
BatonRouge,3/10/2012,6
BatonRouge,4/10/2012,13.3
BatonRouge,5/10/2012,10.2
BatonRouge,6/10/2012,4.7
BatonRouge,7/10/2012,3.4
BatonRouge,8/10/2012,11.1
BatonRouge,9/10/2012,8.6
BatonRouge,10/10/2012,12.7
BatonRouge,11/10/2012,6.6
BatonRouge,12/10/2012,7
BatonRouge,1/10/2013,3.2
BatonRouge,2/10/2013,8.4
BatonRouge,3/10/2013,9.7
BatonRouge,4/10/2013,6.6
BatonRouge,5/10/2013,5.5
BatonRouge,6/10/2013,9.9
BatonRouge,8/10/2013,0.5
BatonRouge,9/10/2013,17.2
BatonRouge,10/10/2013,13.8
BatonRouge,11/10/2013,8.6
BatonRouge,12/10/2013,10
BatonRouge,1/10/2014,7.5
BatonRouge,2/10/2014,7.2
BatonRouge,3/10/2014,14.3
BatonRouge,5/10/2014,4.5
BatonRouge,6/10/2014,5.3
BatonRouge,7/10/2014,7.8
BatonRouge,8/10/2014,6
BatonRouge,9/10/2014,4.7
BatonRouge,10/10/2014,12.4
BatonRouge,11/10/2014,16.3
BatonRouge,12/10/2014,9.4
BatonRouge,1/10/2015,7.6
BatonRouge,2/10/2015,17.4
BatonRouge,4/10/2015,7.6
BatonRouge,5/10/2015,6.8
BatonRouge,6/10/2015,9.1
BatonRouge,7/10/2015,8.9
BatonRouge,8/10/2015,17
BatonRouge,9/10/2015,7.3
BatonRouge,10/10/2015,11.9
BatonRouge,11/10/2015,11.1
BatonRouge,12/10/2015,9.4
BatonRouge,1/10/2016,5.5
BatonRouge,2/10/2016,10.6
BatonRouge,4/10/2016,6.7
BatonRouge,5/10/2016,9.8
BatonRouge,6/10/2016,9.3
BatonRouge,7/10/2016,11.3
BatonRouge,8/10/2016,10.7
BatonRouge,9/10/2016,8.9
BatonRouge,10/10/2016,21.3
BatonRouge,11/10/2016,7.7
BatonRouge,12/10/2016,8.7
BatonRouge,2/10/2017,6.1
BatonRouge,3/10/2017,7.5
BatonRouge,4/10/2017,10
BatonRouge,5/10/2017,8.7
BatonRouge,6/10/2017,7.8
BatonRouge,7/10/2017,6.9
BatonRouge,8/10/2017,4.7
BatonRouge,9/10/2017,8.6
BatonRouge,11/10/2017,6.3
BatonRouge,12/10/2017,8.1
BatonRouge,1/10/2018,22.7
BatonRouge,3/10/2018,7.2
BatonRouge,4/10/2018,6.2
BatonRouge,5/10/2018,10.5
BatonRouge,6/10/2018,8.5
BatonRouge,7/10/2018,14.5
BatonRouge,8/10/2018,4.5
BatonRouge,9/10/2018,5.3
BatonRouge,10/10/2018,7.6
BatonRouge,11/10/2018,4.6
BatonRouge,12/10/2018,8.5
BatonRouge,1/10/2019,5.1
BatonRouge,2/10/2019,9.8
BatonRouge,3/10/2019,11.4
BatonRouge,4/10/2019,8.5
BatonRouge,5/10/2019,5.1
BatonRouge,6/10/2019,14.2
BatonRouge,7/10/2019,15.8
BatonRouge,8/10/2019,10.2
BatonRouge,10/10/2019,7
BatonRouge,11/10/2019,13
BatonRouge,12/10/2019,3.8
BatonRouge,1/10/2020,8.2
BatonRouge,2/10/2020,9.6
BatonRouge,3/10/2020,7
BatonRouge,5/10/2020,5.5
BatonRouge,6/10/2020,7.6
BatonRouge,7/10/2020,11.7
BatonRouge,8/10/2020,17.7
BatonRouge,9/10/2020,9.6
BatonRouge,10/10/2020,4.7
BatonRouge,11/10/2020,7.7
BatonRouge,12/10/2020,8.5
BatonRouge,1/10/2021,7.4
BatonRouge,2/10/2021,9.2
BatonRouge,3/10/2021,5.4
BatonRouge,4/10/2021,6.3
BatonRouge,5/10/2021,3.7
BatonRouge,6/10/2021,9
BatonRouge,7/10/2021,11.2
BatonRouge,8/10/2021,7.5
BatonRouge,9/10/2021,8.8
BatonRouge,10/10/2021,12.2
BatonRouge,11/10/2021,11.9
BatonRouge,12/10/2021,7
BatonRouge,1/11/2011,7.1
BatonRouge,2/11/2011,6
BatonRouge,3/11/2011,8.2
BatonRouge,4/11/2011,10.9
BatonRouge,5/11/2011,9.2
BatonRouge,6/11/2011,18.9
BatonRouge,7/11/2011,7.6
BatonRouge,8/11/2011,13.1
BatonRouge,9/11/2011,18.7
BatonRouge,10/11/2011,6.7
BatonRouge,11/11/2011,11
BatonRouge,12/11/2011,10.1
BatonRouge,1/11/2012,12.2
BatonRouge,2/11/2012,6.4
BatonRouge,3/11/2012,8.1
BatonRouge,4/11/2012,14.3
BatonRouge,5/11/2012,14.2
BatonRouge,6/11/2012,9.7
BatonRouge,7/11/2012,9.1
BatonRouge,8/11/2012,11.4
BatonRouge,9/11/2012,12.2
BatonRouge,10/11/2012,15
BatonRouge,11/11/2012,6.3
BatonRouge,12/11/2012,6.7
BatonRouge,1/11/2013,3.5
BatonRouge,2/11/2013,4.5
BatonRouge,3/11/2013,5.3
BatonRouge,4/11/2013,6.6
BatonRouge,5/11/2013,7
BatonRouge,6/11/2013,16.2
BatonRouge,8/11/2013,3.9
BatonRouge,9/11/2013,11.1
BatonRouge,10/11/2013,8.6
BatonRouge,11/11/2013,10.9
BatonRouge,12/11/2013,6.1
BatonRouge,1/11/2014,4.2
BatonRouge,2/11/2014,3.8
BatonRouge,3/11/2014,7.2
BatonRouge,5/11/2014,6.5
BatonRouge,6/11/2014,6.7
BatonRouge,7/11/2014,9.6
BatonRouge,8/11/2014,6.6
BatonRouge,9/11/2014,11.2
BatonRouge,10/11/2014,8.4
BatonRouge,11/11/2014,10.3
BatonRouge,12/11/2014,13.8
BatonRouge,1/11/2015,9.7
BatonRouge,2/11/2015,25.6
BatonRouge,3/11/2015,6.2
BatonRouge,4/11/2015,5.6
BatonRouge,5/11/2015,9.4
BatonRouge,6/11/2015,6.1
BatonRouge,7/11/2015,9.3
BatonRouge,8/11/2015,11.9
BatonRouge,9/11/2015,4.1
BatonRouge,10/11/2015,13.2
BatonRouge,11/11/2015,7.5
BatonRouge,12/11/2015,8.3
BatonRouge,1/11/2016,6.3
BatonRouge,2/11/2016,8
BatonRouge,4/11/2016,8.7
BatonRouge,5/11/2016,9.7
BatonRouge,6/11/2016,7.4
BatonRouge,7/11/2016,20.5
BatonRouge,8/11/2016,7.5
BatonRouge,9/11/2016,7.6
BatonRouge,10/11/2016,22.8
BatonRouge,11/11/2016,7.8
BatonRouge,12/11/2016,13.6
BatonRouge,2/11/2017,8.7
BatonRouge,3/11/2017,8.7
BatonRouge,4/11/2017,13.2
BatonRouge,5/11/2017,9.6
BatonRouge,6/11/2017,5
BatonRouge,7/11/2017,6.5
BatonRouge,8/11/2017,4.7
BatonRouge,9/11/2017,8
BatonRouge,10/11/2017,5.9
BatonRouge,11/11/2017,7
BatonRouge,12/11/2017,6.3
BatonRouge,1/11/2018,7
BatonRouge,3/11/2018,5.5
BatonRouge,4/11/2018,8.9
BatonRouge,5/11/2018,11.1
BatonRouge,6/11/2018,9.2
BatonRouge,7/11/2018,16.2
BatonRouge,8/11/2018,11.9
BatonRouge,9/11/2018,4.6
BatonRouge,11/11/2018,7.1
BatonRouge,12/11/2018,11.5
BatonRouge,1/11/2019,6.3
BatonRouge,2/11/2019,5.6
BatonRouge,3/11/2019,8
BatonRouge,4/11/2019,6.3
BatonRouge,5/11/2019,7.3
BatonRouge,6/11/2019,9.7
BatonRouge,7/11/2019,13.1
BatonRouge,8/11/2019,9.9
BatonRouge,10/11/2019,4.8
BatonRouge,11/11/2019,8.8
BatonRouge,12/11/2019,1.9
BatonRouge,1/11/2020,4.4
BatonRouge,2/11/2020,9.4
BatonRouge,3/11/2020,7.7
BatonRouge,5/11/2020,6.1
BatonRouge,6/11/2020,6.7
BatonRouge,7/11/2020,10.2
BatonRouge,8/11/2020,14.2
BatonRouge,9/11/2020,7.2
BatonRouge,10/11/2020,9.9
BatonRouge,11/11/2020,7.8
BatonRouge,12/11/2020,8.4
BatonRouge,1/11/2021,5.7
BatonRouge,2/11/2021,3.6
BatonRouge,3/11/2021,6.8
BatonRouge,4/11/2021,6.1
BatonRouge,5/11/2021,4.7
BatonRouge,6/11/2021,7.8
BatonRouge,7/11/2021,14.7
BatonRouge,8/11/2021,9.1
BatonRouge,9/11/2021,11.1
BatonRouge,10/11/2021,8.5
BatonRouge,11/11/2021,6.5
BatonRouge,12/11/2021,10.1
BatonRouge,1/12/2011,7.9
BatonRouge,2/12/2011,9.4
BatonRouge,3/12/2011,7.7
BatonRouge,4/12/2011,12.5
BatonRouge,5/12/2011,12.8
BatonRouge,6/12/2011,19.9
BatonRouge,7/12/2011,7
BatonRouge,8/12/2011,10.3
BatonRouge,9/12/2011,14.8
BatonRouge,10/12/2011,9.9
BatonRouge,11/12/2011,6
BatonRouge,12/12/2011,13.8
BatonRouge,1/12/2012,6.4
BatonRouge,2/12/2012,4.2
BatonRouge,3/12/2012,3.8
BatonRouge,4/12/2012,10.4
BatonRouge,5/12/2012,6.5
BatonRouge,6/12/2012,6.5
BatonRouge,7/12/2012,9.3
BatonRouge,8/12/2012,13.2
BatonRouge,9/12/2012,9.7
BatonRouge,10/12/2012,4.5
BatonRouge,11/12/2012,5.15
BatonRouge,12/12/2012,5.8
BatonRouge,1/12/2013,6.4
BatonRouge,2/12/2013,4.4
BatonRouge,3/12/2013,11.7
BatonRouge,4/12/2013,5.5
BatonRouge,5/12/2013,6.9
BatonRouge,6/12/2013,9.9
BatonRouge,8/12/2013,6.2
BatonRouge,9/12/2013,9.1
BatonRouge,10/12/2013,5.8
BatonRouge,11/12/2013,8.6
BatonRouge,12/12/2013,20.3
BatonRouge,1/12/2014,7.5
BatonRouge,2/12/2014,8.9
BatonRouge,3/12/2014,7
BatonRouge,4/12/2014,8.5
BatonRouge,5/12/2014,8.9
BatonRouge,6/12/2014,9.6
BatonRouge,7/12/2014,10.1
BatonRouge,8/12/2014,9.6
BatonRouge,9/12/2014,9.5
BatonRouge,10/12/2014,6
BatonRouge,11/12/2014,6.7
BatonRouge,12/12/2014,18.2
BatonRouge,1/12/2015,10.3
BatonRouge,2/12/2015,12.6
BatonRouge,3/12/2015,4.1
BatonRouge,4/12/2015,4.3
BatonRouge,6/12/2015,6.1
BatonRouge,7/12/2015,6
BatonRouge,8/12/2015,11.5
BatonRouge,9/12/2015,6.5
BatonRouge,10/12/2015,15.6
BatonRouge,11/12/2015,5.7
BatonRouge,12/12/2015,8
BatonRouge,1/12/2016,11.7
BatonRouge,2/12/2016,8.5
BatonRouge,4/12/2016,5.9
BatonRouge,5/12/2016,5.3
BatonRouge,6/12/2016,8.1
BatonRouge,7/12/2016,9.9
BatonRouge,8/12/2016,5.4
BatonRouge,9/12/2016,7.1
BatonRouge,10/12/2016,21.1
BatonRouge,11/12/2016,8.8
BatonRouge,12/12/2016,8.2
BatonRouge,1/12/2017,6
BatonRouge,2/12/2017,10.7
BatonRouge,3/12/2017,2.8
BatonRouge,4/12/2017,12.3
BatonRouge,5/12/2017,7.6
BatonRouge,6/12/2017,3.9
BatonRouge,7/12/2017,5.7
BatonRouge,8/12/2017,6
BatonRouge,9/12/2017,9.4
BatonRouge,10/12/2017,7.5
BatonRouge,11/12/2017,8.3
BatonRouge,12/12/2017,6.7
BatonRouge,1/12/2018,5
BatonRouge,4/12/2018,9.7
BatonRouge,5/12/2018,12.2
BatonRouge,6/12/2018,8
BatonRouge,7/12/2018,17
BatonRouge,8/12/2018,23.7
BatonRouge,9/12/2018,10.4
BatonRouge,11/12/2018,6.2
BatonRouge,12/12/2018,10.5
BatonRouge,1/12/2019,6.7
BatonRouge,2/12/2019,5.3
BatonRouge,3/12/2019,5.3
BatonRouge,4/12/2019,9
BatonRouge,5/12/2019,7.3
BatonRouge,6/12/2019,11.5
BatonRouge,7/12/2019,8.4
BatonRouge,8/12/2019,10.9
BatonRouge,9/12/2019,16.2
BatonRouge,10/12/2019,3.5
BatonRouge,11/12/2019,6.9
BatonRouge,12/12/2019,5.2
BatonRouge,1/12/2020,5.7
BatonRouge,2/12/2020,8.3
BatonRouge,3/12/2020,7.7
BatonRouge,5/12/2020,8.7
BatonRouge,6/12/2020,8.2
BatonRouge,7/12/2020,12.2
