City,Year,Month,Day,pm25
PORT ALLEN,2012,2,25,43
PORT ALLEN,2012,2,26,70
PORT ALLEN,2012,2,27,73
PORT ALLEN,2012,2,28,86
PORT ALLEN,2012,2,29,97
PORT ALLEN,2012,3,1,88
PORT ALLEN,2012,3,2,64
PORT ALLEN,2012,3,3,50
PORT ALLEN,2012,3,4,50
PORT ALLEN,2012,3,5,104
PORT ALLEN,2012,3,6,108
PORT ALLEN,2012,3,7,75
PORT ALLEN,2012,3,8,77
PORT ALLEN,2012,3,9,50
PORT ALLEN,2012,3,10,50
PORT ALLEN,2012,3,11,50
PORT ALLEN,2012,3,12,50
PORT ALLEN,2012,3,13,76
PORT ALLEN,2012,3,14,64
PORT ALLEN,2012,3,15,90
PORT ALLEN,2012,3,16,104
PORT ALLEN,2012,3,17,82
PORT ALLEN,2012,3,18,63
PORT ALLEN,2012,3,19,71
PORT ALLEN,2012,3,20,83
PORT ALLEN,2012,3,21,60
PORT ALLEN,2012,3,22,50
PORT ALLEN,2012,3,23,128
PORT ALLEN,2012,3,24,50
PORT ALLEN,2012,3,25,50
PORT ALLEN,2012,3,26,123
PORT ALLEN,2012,3,27,166
PORT ALLEN,2012,3,28,130
PORT ALLEN,2012,3,29,120
PORT ALLEN,2012,3,30,86
PORT ALLEN,2012,3,31,76
PORT ALLEN,2012,4,1,99
PORT ALLEN,2012,4,2,72
PORT ALLEN,2012,4,3,84
PORT ALLEN,2012,4,4,43
PORT ALLEN,2012,4,5,97
PORT ALLEN,2012,4,6,60
PORT ALLEN,2012,4,7,50
PORT ALLEN,2012,4,8,50
PORT ALLEN,2012,4,9,121
PORT ALLEN,2012,4,10,133
PORT ALLEN,2012,4,11,121
PORT ALLEN,2012,4,12,107
PORT ALLEN,2012,4,13,135
PORT ALLEN,2012,4,14,223
PORT ALLEN,2012,4,15,137
PORT ALLEN,2012,4,16,105
PORT ALLEN,2012,4,17,31
PORT ALLEN,2012,4,18,42
PORT ALLEN,2012,4,19,69
PORT ALLEN,2012,4,20,101
PORT ALLEN,2012,4,21,71
PORT ALLEN,2012,4,22,75
PORT ALLEN,2012,4,23,70
PORT ALLEN,2012,4,24,115
PORT ALLEN,2012,4,25,89
PORT ALLEN,2012,4,26,91
PORT ALLEN,2012,4,27,85
PORT ALLEN,2012,4,28,71
PORT ALLEN,2012,4,29,89
PORT ALLEN,2012,4,30,106
PORT ALLEN,2012,5,1,92
PORT ALLEN,2012,5,2,52
PORT ALLEN,2012,5,3,77
PORT ALLEN,2012,5,4,87
PORT ALLEN,2012,5,5,87
PORT ALLEN,2012,5,6,50
PORT ALLEN,2012,5,7,50
PORT ALLEN,2012,5,8,115
PORT ALLEN,2012,5,9,86
PORT ALLEN,2012,5,10,94
PORT ALLEN,2012,5,11,152
PORT ALLEN,2012,5,12,71
PORT ALLEN,2012,5,13,95
PORT ALLEN,2012,5,14,146
PORT ALLEN,2012,5,15,155
PORT ALLEN,2012,5,16,50
PORT ALLEN,2012,5,17,50
PORT ALLEN,2012,5,18,180
PORT ALLEN,2012,5,19,181
PORT ALLEN,2012,5,20,146
PORT ALLEN,2012,5,21,184
PORT ALLEN,2012,5,22,166
PORT ALLEN,2012,5,23,171
PORT ALLEN,2012,5,24,126
PORT ALLEN,2012,5,25,115
PORT ALLEN,2012,5,26,136
PORT ALLEN,2012,5,27,216
PORT ALLEN,2012,5,28,156
PORT ALLEN,2012,5,29,82
PORT ALLEN,2012,5,30,89
PORT ALLEN,2012,5,31,92
PORT ALLEN,2012,6,1,84
PORT ALLEN,2012,6,2,107
PORT ALLEN,2012,6,3,102
PORT ALLEN,2012,6,4,83
PORT ALLEN,2012,6,5,90
PORT ALLEN,2012,6,6,126
PORT ALLEN,2012,6,7,133
PORT ALLEN,2012,6,8,103
PORT ALLEN,2012,6,9,61
PORT ALLEN,2012,6,10,56
PORT ALLEN,2012,6,11,99
PORT ALLEN,2012,6,12,53
PORT ALLEN,2012,6,13,97
PORT ALLEN,2012,6,14,102
PORT ALLEN,2012,6,15,95
PORT ALLEN,2012,6,16,89
PORT ALLEN,2012,6,17,74
PORT ALLEN,2012,6,18,56
PORT ALLEN,2012,6,19,68
PORT ALLEN,2012,6,20,93
PORT ALLEN,2012,6,21,98
PORT ALLEN,2012,6,22,116
PORT ALLEN,2012,6,23,103
PORT ALLEN,2012,6,24,112
PORT ALLEN,2012,6,25,160
PORT ALLEN,2012,6,26,50
PORT ALLEN,2012,6,27,235
PORT ALLEN,2012,6,28,147
PORT ALLEN,2012,6,29,163
PORT ALLEN,2012,6,30,214
PORT ALLEN,2012,7,1,77
PORT ALLEN,2012,7,2,163
PORT ALLEN,2012,7,3,171
PORT ALLEN,2012,7,4,137
PORT ALLEN,2012,7,5,139
PORT ALLEN,2012,7,6,90
PORT ALLEN,2012,7,7,113
PORT ALLEN,2012,7,8,82
PORT ALLEN,2012,7,9,61
PORT ALLEN,2012,7,10,51
PORT ALLEN,2012,7,11,92
PORT ALLEN,2012,7,12,79
PORT ALLEN,2012,7,13,47
PORT ALLEN,2012,7,14,73
PORT ALLEN,2012,7,15,97
PORT ALLEN,2012,7,16,66
PORT ALLEN,2012,7,17,71
PORT ALLEN,2012,7,18,67
PORT ALLEN,2012,7,19,55
PORT ALLEN,2012,7,20,44
PORT ALLEN,2012,7,21,73
PORT ALLEN,2012,7,22,86
PORT ALLEN,2012,7,23,79
PORT ALLEN,2012,7,24,108
PORT ALLEN,2012,7,25,62
PORT ALLEN,2012,7,26,49
PORT ALLEN,2012,7,27,86
PORT ALLEN,2012,7,28,144
PORT ALLEN,2012,7,29,140
PORT ALLEN,2012,7,30,192
PORT ALLEN,2012,7,31,96
PORT ALLEN,2012,8,1,113
PORT ALLEN,2012,8,2,91
PORT ALLEN,2012,8,3,95
PORT ALLEN,2012,8,4,90
PORT ALLEN,2012,8,5,50
PORT ALLEN,2012,8,6,202
PORT ALLEN,2012,8,7,140
PORT ALLEN,2012,8,8,76
PORT ALLEN,2012,8,9,71
PORT ALLEN,2012,8,10,50
PORT ALLEN,2012,8,11,176
PORT ALLEN,2012,8,12,50
PORT ALLEN,2012,8,13,67
PORT ALLEN,2012,8,14,52
PORT ALLEN,2012,8,15,88
PORT ALLEN,2012,8,16,55
PORT ALLEN,2012,8,17,71
PORT ALLEN,2012,8,18,50
PORT ALLEN,2012,8,19,50
PORT ALLEN,2012,8,20,50
PORT ALLEN,2012,8,21,128
PORT ALLEN,2012,8,22,159
PORT ALLEN,2012,8,23,155
PORT ALLEN,2012,8,24,86
PORT ALLEN,2012,8,25,82
PORT ALLEN,2012,8,26,103
PORT ALLEN,2012,8,27,144
PORT ALLEN,2012,8,28,107
PORT ALLEN,2012,8,29,23
PORT ALLEN,2012,8,30,48
PORT ALLEN,2012,8,31,53
PORT ALLEN,2012,9,1,50
PORT ALLEN,2012,9,2,50
PORT ALLEN,2012,9,3,50
PORT ALLEN,2012,9,4,118
PORT ALLEN,2012,9,5,120
PORT ALLEN,2012,9,6,120
PORT ALLEN,2012,9,7,94
PORT ALLEN,2012,9,8,50
PORT ALLEN,2012,9,9,50
PORT ALLEN,2012,9,10,101
PORT ALLEN,2012,9,11,126
PORT ALLEN,2012,9,12,120
PORT ALLEN,2012,9,13,96
PORT ALLEN,2012,9,14,120
PORT ALLEN,2012,9,15,105
PORT ALLEN,2012,9,16,50
PORT ALLEN,2012,9,17,40
PORT ALLEN,2012,9,18,56
PORT ALLEN,2012,9,19,72
PORT ALLEN,2012,9,20,123
PORT ALLEN,2012,9,21,174
PORT ALLEN,2012,9,22,50
PORT ALLEN,2012,9,23,50
PORT ALLEN,2012,9,24,50
PORT ALLEN,2012,9,25,237
PORT ALLEN,2012,9,26,145
PORT ALLEN,2012,9,27,97
PORT ALLEN,2012,9,28,80
PORT ALLEN,2012,9,29,67
PORT ALLEN,2012,9,30,41
PORT ALLEN,2012,10,1,92
PORT ALLEN,2012,10,2,109
PORT ALLEN,2012,10,3,146
PORT ALLEN,2012,10,4,123
PORT ALLEN,2012,10,5,146
PORT ALLEN,2012,10,6,139
PORT ALLEN,2012,10,7,54
PORT ALLEN,2012,10,8,33
PORT ALLEN,2012,10,9,130
PORT ALLEN,2012,10,10,162
PORT ALLEN,2012,10,11,68
PORT ALLEN,2012,10,12,122
PORT ALLEN,2012,10,13,148
PORT ALLEN,2012,10,14,37
PORT ALLEN,2012,10,15,65
PORT ALLEN,2012,10,16,84
PORT ALLEN,2012,10,17,115
PORT ALLEN,2012,10,18,50
PORT ALLEN,2012,10,19,76
PORT ALLEN,2012,10,20,135
PORT ALLEN,2012,10,21,50
PORT ALLEN,2012,10,22,50
PORT ALLEN,2012,10,23,89
PORT ALLEN,2012,10,24,76
PORT ALLEN,2012,10,25,108
PORT ALLEN,2012,10,26,110
PORT ALLEN,2012,10,27,53
PORT ALLEN,2012,10,28,76
PORT ALLEN,2012,10,29,50
PORT ALLEN,2012,10,30,147
PORT ALLEN,2012,10,31,238
PORT ALLEN,2012,11,1,123
PORT ALLEN,2012,11,2,86
PORT ALLEN,2012,11,3,73
PORT ALLEN,2012,11,4,54
PORT ALLEN,2012,11,5,149
PORT ALLEN,2012,11,6,150
PORT ALLEN,2012,11,7,74
PORT ALLEN,2012,11,8,65
PORT ALLEN,2012,11,9,111
PORT ALLEN,2012,11,10,82
PORT ALLEN,2012,11,11,89
PORT ALLEN,2012,11,12,45
PORT ALLEN,2012,11,13,35
PORT ALLEN,2012,11,14,76
PORT ALLEN,2012,11,15,50
PORT ALLEN,2012,11,16,24
PORT ALLEN,2012,11,17,98
PORT ALLEN,2012,11,18,86
PORT ALLEN,2012,11,19,131
PORT ALLEN,2012,11,20,160
PORT ALLEN,2012,11,21,142
PORT ALLEN,2012,11,22,141
PORT ALLEN,2012,11,23,216
PORT ALLEN,2012,11,24,44
PORT ALLEN,2012,11,25,132
PORT ALLEN,2012,11,26,68
PORT ALLEN,2012,11,27,87
PORT ALLEN,2012,11,28,104
PORT ALLEN,2012,11,29,133
PORT ALLEN,2012,11,30,135
PORT ALLEN,2012,12,1,95
PORT ALLEN,2012,12,2,50
PORT ALLEN,2012,12,3,74
PORT ALLEN,2012,12,4,59
PORT ALLEN,2012,12,5,42
PORT ALLEN,2012,12,6,50
PORT ALLEN,2012,12,7,82
PORT ALLEN,2012,12,8,98
PORT ALLEN,2012,12,9,97
PORT ALLEN,2012,12,10,65
PORT ALLEN,2012,12,11,51
PORT ALLEN,2012,12,12,65
PORT ALLEN,2012,12,13,93
PORT ALLEN,2012,12,14,130
PORT ALLEN,2012,12,15,92
PORT ALLEN,2012,12,16,62
PORT ALLEN,2012,12,17,50
PORT ALLEN,2012,12,18,50
PORT ALLEN,2012,12,19,50
PORT ALLEN,2012,12,20,50
PORT ALLEN,2012,12,21,50
PORT ALLEN,2012,12,22,50
PORT ALLEN,2012,12,23,50
PORT ALLEN,2012,12,24,50
PORT ALLEN,2012,12,25,64
PORT ALLEN,2012,12,26,50
PORT ALLEN,2012,12,27,135
PORT ALLEN,2012,12,28,50
PORT ALLEN,2012,12,29,50
PORT ALLEN,2012,12,30,50
PORT ALLEN,2012,12,31,50
BATON ROUGE / CAPITOL 1,2013,1,1,147
BATON ROUGE / CAPITOL 1,2013,1,2,41
BATON ROUGE / CAPITOL 1,2013,1,3,60
BATON ROUGE / CAPITOL 1,2013,1,4,48
BATON ROUGE / CAPITOL 1,2013,1,5,98
BATON ROUGE / CAPITOL 1,2013,1,6,53
BATON ROUGE / CAPITOL 1,2013,1,7,79
BATON ROUGE / CAPITOL 1,2013,1,8,41
BATON ROUGE / CAPITOL 1,2013,1,9,44
BATON ROUGE / CAPITOL 1,2013,1,10,32
BATON ROUGE / CAPITOL 1,2013,1,11,35
BATON ROUGE / CAPITOL 1,2013,1,12,64
BATON ROUGE / CAPITOL 1,2013,1,13,44
BATON ROUGE / CAPITOL 1,2013,1,14,27
BATON ROUGE / CAPITOL 1,2013,1,15,14
BATON ROUGE / CAPITOL 1,2013,1,16,36
BATON ROUGE / CAPITOL 1,2013,1,17,53
BATON ROUGE / CAPITOL 1,2013,1,18,66
BATON ROUGE / CAPITOL 1,2013,1,19,117
BATON ROUGE / CAPITOL 1,2013,1,20,121
BATON ROUGE / CAPITOL 1,2013,1,21,121
BATON ROUGE / CAPITOL 1,2013,1,22,98
BATON ROUGE / CAPITOL 1,2013,1,23,106
BATON ROUGE / CAPITOL 1,2013,1,24,84
BATON ROUGE / CAPITOL 1,2013,1,25,91
BATON ROUGE / CAPITOL 1,2013,1,26,77
BATON ROUGE / CAPITOL 1,2013,1,27,80
BATON ROUGE / CAPITOL 1,2013,1,28,134
BATON ROUGE / CAPITOL 1,2013,1,29,88
BATON ROUGE / CAPITOL 1,2013,1,30,43
BATON ROUGE / CAPITOL 1,2013,1,31,38
BATON ROUGE / CAPITOL 1,2013,2,1,60
BATON ROUGE / CAPITOL 1,2013,2,2,87
BATON ROUGE / CAPITOL 1,2013,2,3,98
BATON ROUGE / CAPITOL 1,2013,2,4,145
BATON ROUGE / CAPITOL 1,2013,2,5,207
BATON ROUGE / CAPITOL 1,2013,2,6,108
BATON ROUGE / CAPITOL 1,2013,2,7,76
BATON ROUGE / CAPITOL 1,2013,2,8,102
BATON ROUGE / CAPITOL 1,2013,2,9,89
BATON ROUGE / CAPITOL 1,2013,2,10,84
BATON ROUGE / CAPITOL 1,2013,2,11,45
BATON ROUGE / CAPITOL 1,2013,2,12,44
BATON ROUGE / CAPITOL 1,2013,2,13,46
BATON ROUGE / CAPITOL 1,2013,2,14,75
BATON ROUGE / CAPITOL 1,2013,2,15,71
BATON ROUGE / CAPITOL 1,2013,2,16,56
BATON ROUGE / CAPITOL 1,2013,2,17,87
BATON ROUGE / CAPITOL 1,2013,2,18,48
BATON ROUGE / CAPITOL 1,2013,2,19,49
BATON ROUGE / CAPITOL 1,2013,2,20,34
BATON ROUGE / CAPITOL 1,2013,2,21,25
BATON ROUGE / CAPITOL 1,2013,2,22,47
BATON ROUGE / CAPITOL 1,2013,2,23,62
BATON ROUGE / CAPITOL 1,2013,2,24,77
BATON ROUGE / CAPITOL 1,2013,2,25,62
BATON ROUGE / CAPITOL 1,2013,2,26,50
BATON ROUGE / CAPITOL 1,2013,2,27,59
BATON ROUGE / CAPITOL 1,2013,2,28,72
BATON ROUGE / CAPITOL 1,2013,3,1,68
BATON ROUGE / CAPITOL 1,2013,3,2,101
BATON ROUGE / CAPITOL 1,2013,3,3,90
BATON ROUGE / CAPITOL 1,2013,3,4,100
BATON ROUGE / CAPITOL 1,2013,3,5,42
BATON ROUGE / CAPITOL 1,2013,3,6,48
BATON ROUGE / CAPITOL 1,2013,3,7,289
BATON ROUGE / CAPITOL 1,2013,3,8,251
BATON ROUGE / CAPITOL 1,2013,3,9,210
BATON ROUGE / CAPITOL 1,2013,3,10,97
BATON ROUGE / CAPITOL 1,2013,3,11,53
BATON ROUGE / CAPITOL 1,2013,3,12,117
BATON ROUGE / CAPITOL 1,2013,3,13,66
BATON ROUGE / CAPITOL 1,2013,3,14,50
BATON ROUGE / CAPITOL 1,2013,3,15,59
BATON ROUGE / CAPITOL 1,2013,3,16,78
BATON ROUGE / CAPITOL 1,2013,3,17,44
BATON ROUGE / CAPITOL 1,2013,3,18,124
BATON ROUGE / CAPITOL 1,2013,3,19,74
BATON ROUGE / CAPITOL 1,2013,3,20,70
BATON ROUGE / CAPITOL 1,2013,3,21,60
BATON ROUGE / CAPITOL 1,2013,3,22,73
BATON ROUGE / CAPITOL 1,2013,3,23,123
BATON ROUGE / CAPITOL 1,2013,3,24,69
BATON ROUGE / CAPITOL 1,2013,3,25,78
BATON ROUGE / CAPITOL 1,2013,3,26,70
BATON ROUGE / CAPITOL 1,2013,3,27,73
BATON ROUGE / CAPITOL 1,2013,3,28,89
BATON ROUGE / CAPITOL 1,2013,3,29,74
BATON ROUGE / CAPITOL 1,2013,3,30,87
BATON ROUGE / CAPITOL 1,2013,3,31,79
BATON ROUGE / CAPITOL 1,2013,4,1,63
BATON ROUGE / CAPITOL 1,2013,4,2,87
BATON ROUGE / CAPITOL 1,2013,4,3,47
BATON ROUGE / CAPITOL 1,2013,4,4,66
BATON ROUGE / CAPITOL 1,2013,4,5,68
BATON ROUGE / CAPITOL 1,2013,4,6,73
BATON ROUGE / CAPITOL 1,2013,4,7,50
BATON ROUGE / CAPITOL 1,2013,4,8,86
BATON ROUGE / CAPITOL 1,2013,4,9,75
BATON ROUGE / CAPITOL 1,2013,4,10,66
BATON ROUGE / CAPITOL 1,2013,4,11,66
BATON ROUGE / CAPITOL 1,2013,4,12,55
BATON ROUGE / CAPITOL 1,2013,4,13,53
BATON ROUGE / CAPITOL 1,2013,4,14,39
BATON ROUGE / CAPITOL 1,2013,4,15,97
BATON ROUGE / CAPITOL 1,2013,4,16,77
BATON ROUGE / CAPITOL 1,2013,4,17,97
BATON ROUGE / CAPITOL 1,2013,4,19,55
BATON ROUGE / CAPITOL 1,2013,4,20,56
BATON ROUGE / CAPITOL 1,2013,4,21,71
BATON ROUGE / CAPITOL 1,2013,4,22,77
BATON ROUGE / CAPITOL 1,2013,4,23,71
BATON ROUGE / CAPITOL 1,2013,4,24,62
BATON ROUGE / CAPITOL 1,2013,4,25,42
BATON ROUGE / CAPITOL 1,2013,4,26,91
BATON ROUGE / CAPITOL 1,2013,4,27,89
BATON ROUGE / CAPITOL 1,2013,4,28,65
BATON ROUGE / CAPITOL 1,2013,4,29,69
BATON ROUGE / CAPITOL 1,2013,4,30,74
BATON ROUGE / CAPITOL 1,2013,5,1,25
BATON ROUGE / CAPITOL 1,2013,5,2,48
BATON ROUGE / CAPITOL 1,2013,5,3,31
BATON ROUGE / CAPITOL 1,2013,5,4,55
BATON ROUGE / CAPITOL 1,2013,5,5,43
BATON ROUGE / CAPITOL 1,2013,5,6,65
BATON ROUGE / CAPITOL 1,2013,5,7,107
BATON ROUGE / CAPITOL 1,2013,5,8,99
BATON ROUGE / CAPITOL 1,2013,5,9,61
BATON ROUGE / CAPITOL 1,2013,5,10,55
BATON ROUGE / CAPITOL 1,2013,5,11,70
BATON ROUGE / CAPITOL 1,2013,5,12,69
BATON ROUGE / CAPITOL 1,2013,5,13,51
BATON ROUGE / CAPITOL 1,2013,5,15,102
BATON ROUGE / CAPITOL 1,2013,5,16,83
BATON ROUGE / CAPITOL 1,2013,5,17,108
BATON ROUGE / CAPITOL 1,2013,5,18,113
BATON ROUGE / CAPITOL 1,2013,5,19,82
BATON ROUGE / CAPITOL 1,2013,5,20,74
BATON ROUGE / CAPITOL 1,2013,5,21,72
BATON ROUGE / CAPITOL 1,2013,5,22,25
BATON ROUGE / CAPITOL 1,2013,5,23,86
BATON ROUGE / CAPITOL 1,2013,5,24,106
BATON ROUGE / CAPITOL 1,2013,5,25,91
BATON ROUGE / CAPITOL 1,2013,5,26,103
BATON ROUGE / CAPITOL 1,2013,5,27,76
BATON ROUGE / CAPITOL 1,2013,5,28,70
BATON ROUGE / CAPITOL 1,2013,5,29,47
BATON ROUGE / CAPITOL 1,2013,5,30,35
BATON ROUGE / CAPITOL 1,2013,5,31,39
BATON ROUGE / CAPITOL 1,2013,6,1,46
BATON ROUGE / CAPITOL 1,2013,6,2,68
BATON ROUGE / CAPITOL 1,2013,6,3,66
BATON ROUGE / CAPITOL 1,2013,6,4,50
BATON ROUGE / CAPITOL 1,2013,6,5,34
BATON ROUGE / CAPITOL 1,2013,6,6,62
BATON ROUGE / CAPITOL 1,2013,6,7,78
BATON ROUGE / CAPITOL 1,2013,6,8,114
BATON ROUGE / CAPITOL 1,2013,6,9,44
BATON ROUGE / CAPITOL 1,2013,6,10,99
BATON ROUGE / CAPITOL 1,2013,6,11,162
BATON ROUGE / CAPITOL 1,2013,6,12,99
BATON ROUGE / CAPITOL 1,2013,6,13,95
BATON ROUGE / CAPITOL 1,2013,6,14,125
BATON ROUGE / CAPITOL 1,2013,6,15,131
BATON ROUGE / CAPITOL 1,2013,6,16,83
BATON ROUGE / CAPITOL 1,2013,6,17,46
BATON ROUGE / CAPITOL 1,2013,6,18,42
BATON ROUGE / CAPITOL 1,2013,6,19,72
BATON ROUGE / CAPITOL 1,2013,6,20,102
BATON ROUGE / CAPITOL 1,2013,6,21,133
BATON ROUGE / CAPITOL 1,2013,6,22,112
BATON ROUGE / CAPITOL 1,2013,6,23,82
BATON ROUGE / CAPITOL 1,2013,6,24,118
BATON ROUGE / CAPITOL 1,2013,6,25,95
BATON ROUGE / CAPITOL 1,2013,6,26,84
BATON ROUGE / CAPITOL 1,2013,6,27,77
BATON ROUGE / CAPITOL 1,2013,6,28,85
BATON ROUGE / CAPITOL 1,2013,6,29,90
BATON ROUGE / CAPITOL 1,2013,6,30,98
BATON ROUGE / CAPITOL 1,2013,7,1,92
BATON ROUGE / CAPITOL 1,2013,7,2,100
BATON ROUGE / CAPITOL 1,2013,7,3,132
BATON ROUGE / CAPITOL 1,2013,7,4,91
BATON ROUGE / CAPITOL 1,2013,7,5,102
BATON ROUGE / CAPITOL 1,2013,7,6,47
BATON ROUGE / CAPITOL 1,2013,7,7,35
BATON ROUGE / CAPITOL 1,2013,7,8,42
BATON ROUGE / CAPITOL 1,2013,7,15,46
BATON ROUGE / CAPITOL 1,2013,7,16,54
BATON ROUGE / CAPITOL 1,2013,7,17,76
BATON ROUGE / CAPITOL 1,2013,7,18,78
BATON ROUGE / CAPITOL 1,2013,7,19,100
BATON ROUGE / CAPITOL 1,2013,7,20,57
BATON ROUGE / CAPITOL 1,2013,7,21,46
BATON ROUGE / CAPITOL 1,2013,7,23,108
BATON ROUGE / CAPITOL 1,2013,7,26,121
BATON ROUGE / CAPITOL 1,2013,7,27,72
BATON ROUGE / CAPITOL 1,2013,7,28,98
BATON ROUGE / CAPITOL 1,2013,7,29,142
BATON ROUGE / CAPITOL 1,2013,7,30,131
BATON ROUGE / CAPITOL 1,2013,7,31,106
BATON ROUGE / CAPITOL 1,2013,8,1,118
BATON ROUGE / CAPITOL 1,2013,8,2,163
BATON ROUGE / CAPITOL 1,2013,8,3,107
BATON ROUGE / CAPITOL 1,2013,8,4,95
BATON ROUGE / CAPITOL 1,2013,8,5,74
BATON ROUGE / CAPITOL 1,2013,8,6,61
BATON ROUGE / CAPITOL 1,2013,8,7,149
BATON ROUGE / CAPITOL 1,2013,8,8,197
BATON ROUGE / CAPITOL 1,2013,8,9,111
BATON ROUGE / CAPITOL 1,2013,8,10,5
BATON ROUGE / CAPITOL 1,2013,8,11,39
BATON ROUGE / CAPITOL 1,2013,8,12,62
BATON ROUGE / CAPITOL 1,2013,8,13,58
BATON ROUGE / CAPITOL 1,2013,8,14,54
BATON ROUGE / CAPITOL 1,2013,8,15,108
BATON ROUGE / CAPITOL 1,2013,8,16,161
BATON ROUGE / CAPITOL 1,2013,8,17,97
BATON ROUGE / CAPITOL 1,2013,8,18,56
BATON ROUGE / CAPITOL 1,2013,8,19,43
BATON ROUGE / CAPITOL 1,2013,8,20,79
BATON ROUGE / CAPITOL 1,2013,8,21,47
BATON ROUGE / CAPITOL 1,2013,8,22,59
BATON ROUGE / CAPITOL 1,2013,8,23,66
BATON ROUGE / CAPITOL 1,2013,8,24,31
BATON ROUGE / CAPITOL 1,2013,8,25,33
BATON ROUGE / CAPITOL 1,2013,8,26,68
BATON ROUGE / CAPITOL 1,2013,8,27,113
BATON ROUGE / CAPITOL 1,2013,8,28,170
BATON ROUGE / CAPITOL 1,2013,8,29,245
BATON ROUGE / CAPITOL 1,2013,8,30,257
BATON ROUGE / CAPITOL 1,2013,8,31,107
BATON ROUGE / CAPITOL 1,2013,9,1,62
BATON ROUGE / CAPITOL 1,2013,9,2,44
BATON ROUGE / CAPITOL 1,2013,9,3,87
BATON ROUGE / CAPITOL 1,2013,9,4,141
BATON ROUGE / CAPITOL 1,2013,9,5,103
BATON ROUGE / CAPITOL 1,2013,9,6,65
BATON ROUGE / CAPITOL 1,2013,9,7,114
BATON ROUGE / CAPITOL 1,2013,9,8,114
BATON ROUGE / CAPITOL 1,2013,9,9,153
BATON ROUGE / CAPITOL 1,2013,9,10,172
BATON ROUGE / CAPITOL 1,2013,9,11,111
BATON ROUGE / CAPITOL 1,2013,9,12,91
BATON ROUGE / CAPITOL 1,2013,9,13,141
BATON ROUGE / CAPITOL 1,2013,9,14,166
BATON ROUGE / CAPITOL 1,2013,9,15,152
BATON ROUGE / CAPITOL 1,2013,9,16,112
BATON ROUGE / CAPITOL 1,2013,9,17,148
BATON ROUGE / CAPITOL 1,2013,9,18,90
BATON ROUGE / CAPITOL 1,2013,9,19,75
BATON ROUGE / CAPITOL 1,2013,9,20,44
BATON ROUGE / CAPITOL 1,2013,9,21,21
BATON ROUGE / CAPITOL 1,2013,9,22,57
BATON ROUGE / CAPITOL 1,2013,9,23,62
BATON ROUGE / CAPITOL 1,2013,9,24,52
BATON ROUGE / CAPITOL 1,2013,9,25,79
BATON ROUGE / CAPITOL 1,2013,9,26,124
BATON ROUGE / CAPITOL 1,2013,9,27,139
BATON ROUGE / CAPITOL 1,2013,9,28,109
BATON ROUGE / CAPITOL 1,2013,9,29,113
BATON ROUGE / CAPITOL 1,2013,9,30,73
BATON ROUGE / CAPITOL 1,2013,10,1,52
BATON ROUGE / CAPITOL 1,2013,10,5,34
BATON ROUGE / CAPITOL 1,2013,10,6,60
BATON ROUGE / CAPITOL 1,2013,10,7,46
BATON ROUGE / CAPITOL 1,2013,10,8,57
BATON ROUGE / CAPITOL 1,2013,10,9,96
BATON ROUGE / CAPITOL 1,2013,10,10,138
BATON ROUGE / CAPITOL 1,2013,10,11,86
BATON ROUGE / CAPITOL 1,2013,10,12,58
BATON ROUGE / CAPITOL 1,2013,10,13,69
BATON ROUGE / CAPITOL 1,2013,10,14,119
BATON ROUGE / CAPITOL 1,2013,10,15,117
BATON ROUGE / CAPITOL 1,2013,10,16,79
BATON ROUGE / CAPITOL 1,2013,10,17,45
BATON ROUGE / CAPITOL 1,2013,10,18,62
BATON ROUGE / CAPITOL 1,2013,10,19,94
BATON ROUGE / CAPITOL 1,2013,10,20,94
BATON ROUGE / CAPITOL 1,2013,10,21,117
BATON ROUGE / CAPITOL 1,2013,10,22,143
BATON ROUGE / CAPITOL 1,2013,10,23,94
BATON ROUGE / CAPITOL 1,2013,10,25,79
BATON ROUGE / CAPITOL 1,2013,10,26,91
BATON ROUGE / CAPITOL 1,2013,10,27,138
BATON ROUGE / CAPITOL 1,2013,10,28,100
BATON ROUGE / CAPITOL 1,2013,10,29,92
BATON ROUGE / CAPITOL 1,2013,10,30,87
BATON ROUGE / CAPITOL 1,2013,10,31,52
BATON ROUGE / CAPITOL 1,2013,11,1,95
BATON ROUGE / CAPITOL 1,2013,11,2,70
BATON ROUGE / CAPITOL 1,2013,11,3,68
BATON ROUGE / CAPITOL 1,2013,11,4,84
BATON ROUGE / CAPITOL 1,2013,11,5,64
BATON ROUGE / CAPITOL 1,2013,11,6,64
BATON ROUGE / CAPITOL 1,2013,11,7,54
BATON ROUGE / CAPITOL 1,2013,11,8,52
BATON ROUGE / CAPITOL 1,2013,11,9,75
BATON ROUGE / CAPITOL 1,2013,11,10,86
BATON ROUGE / CAPITOL 1,2013,11,11,109
BATON ROUGE / CAPITOL 1,2013,11,12,86
BATON ROUGE / CAPITOL 1,2013,11,13,54
BATON ROUGE / CAPITOL 1,2013,11,14,75
BATON ROUGE / CAPITOL 1,2013,11,15,115
BATON ROUGE / CAPITOL 1,2013,11,16,70
BATON ROUGE / CAPITOL 1,2013,11,17,41
BATON ROUGE / CAPITOL 1,2013,11,18,41
BATON ROUGE / CAPITOL 1,2013,11,19,45
BATON ROUGE / CAPITOL 1,2013,11,20,71
BATON ROUGE / CAPITOL 1,2013,11,21,119
