City,Year,Month,Day,pm25
BATON ROUGE / CAPITOL 1,2014,8,18,115
BATON ROUGE / CAPITOL 1,2014,8,19,110
BATON ROUGE / CAPITOL 1,2014,8,20,89
BATON ROUGE / CAPITOL 1,2014,8,21,98
BATON ROUGE / CAPITOL 1,2014,8,22,165
BATON ROUGE / CAPITOL 1,2014,8,23,179
BATON ROUGE / CAPITOL 1,2014,8,24,164
BATON ROUGE / CAPITOL 1,2014,8,25,115
BATON ROUGE / CAPITOL 1,2014,8,26,87
BATON ROUGE / CAPITOL 1,2014,8,27,93
BATON ROUGE / CAPITOL 1,2014,8,28,81
BATON ROUGE / CAPITOL 1,2014,8,29,76
BATON ROUGE / CAPITOL 1,2014,8,30,27
BATON ROUGE / CAPITOL 1,2014,8,31,90
BATON ROUGE / CAPITOL 1,2014,9,1,60
BATON ROUGE / CAPITOL 1,2014,9,3,84
BATON ROUGE / CAPITOL 1,2014,9,4,86
BATON ROUGE / CAPITOL 1,2014,9,5,80
BATON ROUGE / CAPITOL 1,2014,9,6,79
BATON ROUGE / CAPITOL 1,2014,9,7,77
BATON ROUGE / CAPITOL 1,2014,9,8,98
BATON ROUGE / CAPITOL 1,2014,9,9,129
BATON ROUGE / CAPITOL 1,2014,9,10,47
BATON ROUGE / CAPITOL 1,2014,9,11,112
BATON ROUGE / CAPITOL 1,2014,9,12,95
BATON ROUGE / CAPITOL 1,2014,9,13,94
BATON ROUGE / CAPITOL 1,2014,9,14,98
BATON ROUGE / CAPITOL 1,2014,9,15,90
BATON ROUGE / CAPITOL 1,2014,9,16,26
BATON ROUGE / CAPITOL 1,2014,9,23,181
BATON ROUGE / CAPITOL 1,2014,9,24,96
BATON ROUGE / CAPITOL 1,2014,9,26,37
BATON ROUGE / CAPITOL 1,2014,9,27,86
BATON ROUGE / CAPITOL 1,2014,9,28,72
BATON ROUGE / CAPITOL 1,2014,9,29,71
BATON ROUGE / CAPITOL 1,2014,9,30,121
BATON ROUGE / CAPITOL 1,2014,10,1,65
BATON ROUGE / CAPITOL 1,2014,10,2,52
BATON ROUGE / CAPITOL 1,2014,10,3,69
BATON ROUGE / CAPITOL 1,2014,10,4,66
BATON ROUGE / CAPITOL 1,2014,10,5,66
BATON ROUGE / CAPITOL 1,2014,10,6,65
BATON ROUGE / CAPITOL 1,2014,10,7,69
BATON ROUGE / CAPITOL 1,2014,10,8,70
BATON ROUGE / CAPITOL 1,2014,10,9,90
BATON ROUGE / CAPITOL 1,2014,10,10,124
BATON ROUGE / CAPITOL 1,2014,10,11,84
BATON ROUGE / CAPITOL 1,2014,10,12,60
BATON ROUGE / CAPITOL 1,2014,10,13,47
BATON ROUGE / CAPITOL 1,2014,10,14,37
BATON ROUGE / CAPITOL 1,2014,10,15,64
BATON ROUGE / CAPITOL 1,2014,10,16,109
BATON ROUGE / CAPITOL 1,2014,10,17,70
BATON ROUGE / CAPITOL 1,2014,10,18,86
BATON ROUGE / CAPITOL 1,2014,10,19,85
BATON ROUGE / CAPITOL 1,2014,10,20,82
BATON ROUGE / CAPITOL 1,2014,10,21,83
BATON ROUGE / CAPITOL 1,2014,10,22,136
BATON ROUGE / CAPITOL 1,2014,10,23,91
BATON ROUGE / CAPITOL 1,2014,10,24,69
BATON ROUGE / CAPITOL 1,2014,10,25,110
BATON ROUGE / CAPITOL 1,2014,10,26,155
BATON ROUGE / CAPITOL 1,2014,10,27,138
BATON ROUGE / CAPITOL 1,2014,10,28,93
BATON ROUGE / CAPITOL 1,2014,10,29,75
BATON ROUGE / CAPITOL 1,2014,10,31,102
BATON ROUGE / CAPITOL 1,2014,11,1,41
BATON ROUGE / CAPITOL 1,2014,11,2,73
BATON ROUGE / CAPITOL 1,2014,11,3,95
BATON ROUGE / CAPITOL 1,2014,11,4,69
BATON ROUGE / CAPITOL 1,2014,11,5,81
BATON ROUGE / CAPITOL 1,2014,11,6,105
BATON ROUGE / CAPITOL 1,2014,11,7,38
BATON ROUGE / CAPITOL 1,2014,11,8,67
BATON ROUGE / CAPITOL 1,2014,11,9,82
BATON ROUGE / CAPITOL 1,2014,11,10,163
BATON ROUGE / CAPITOL 1,2014,11,11,103
BATON ROUGE / CAPITOL 1,2014,11,12,67
BATON ROUGE / CAPITOL 1,2014,11,13,125
BATON ROUGE / CAPITOL 1,2014,11,14,35
BATON ROUGE / CAPITOL 1,2014,11,15,94
BATON ROUGE / CAPITOL 1,2014,11,16,61
BATON ROUGE / CAPITOL 1,2014,11,17,63
BATON ROUGE / CAPITOL 1,2014,11,18,58
BATON ROUGE / CAPITOL 1,2014,11,19,102
BATON ROUGE / CAPITOL 1,2014,11,20,87
BATON ROUGE / CAPITOL 1,2014,11,21,82
BATON ROUGE / CAPITOL 1,2014,11,22,91
BATON ROUGE / CAPITOL 1,2014,11,23,35
BATON ROUGE / CAPITOL 1,2014,11,24,187
BATON ROUGE / CAPITOL 1,2014,11,25,57
BATON ROUGE / CAPITOL 1,2014,11,26,80
BATON ROUGE / CAPITOL 1,2014,11,27,63
BATON ROUGE / CAPITOL 1,2014,11,28,139
BATON ROUGE / CAPITOL 1,2014,11,29,60
BATON ROUGE / CAPITOL 1,2014,11,30,76
BATON ROUGE / CAPITOL 1,2014,12,1,72
BATON ROUGE / CAPITOL 1,2014,12,2,146
BATON ROUGE / CAPITOL 1,2014,12,3,111
BATON ROUGE / CAPITOL 1,2014,12,4,117
BATON ROUGE / CAPITOL 1,2014,12,5,87
BATON ROUGE / CAPITOL 1,2014,12,6,64
BATON ROUGE / CAPITOL 1,2014,12,7,82
BATON ROUGE / CAPITOL 1,2014,12,8,124
BATON ROUGE / CAPITOL 1,2014,12,9,143
BATON ROUGE / CAPITOL 1,2014,12,10,94
BATON ROUGE / CAPITOL 1,2014,12,11,138
BATON ROUGE / CAPITOL 1,2014,12,12,182
BATON ROUGE / CAPITOL 1,2014,12,13,180
BATON ROUGE / CAPITOL 1,2014,12,14,182
BATON ROUGE / CAPITOL 1,2014,12,15,83
BATON ROUGE / CAPITOL 1,2014,12,16,75
BATON ROUGE / CAPITOL 1,2014,12,17,66
BATON ROUGE / CAPITOL 1,2014,12,18,117
BATON ROUGE / CAPITOL 1,2014,12,19,56
BATON ROUGE / CAPITOL 1,2014,12,20,48
BATON ROUGE / CAPITOL 1,2014,12,21,90
BATON ROUGE / CAPITOL 1,2014,12,22,118
BATON ROUGE / CAPITOL 1,2014,12,23,65
BATON ROUGE / CAPITOL 1,2014,12,24,33
BATON ROUGE / CAPITOL 1,2014,12,25,92
BATON ROUGE / CAPITOL 1,2014,12,26,48
BATON ROUGE / CAPITOL 1,2014,12,27,49
BATON ROUGE / CAPITOL 1,2014,12,28,29
BATON ROUGE / CAPITOL 1,2014,12,29,30
BATON ROUGE / CAPITOL 1,2014,12,30,39
BATON ROUGE / CAPITOL 1,2014,12,31,70
KENNER,2014,1,1,279
KENNER,2014,1,2,79
KENNER,2014,1,3,55
KENNER,2014,1,4,87
KENNER,2014,1,5,82
KENNER,2014,1,6,31
KENNER,2014,1,7,50
KENNER,2014,1,8,57
KENNER,2014,1,9,75
KENNER,2014,1,10,84
KENNER,2014,1,11,49
KENNER,2014,1,18,40
KENNER,2014,1,19,78
KENNER,2014,1,20,122
KENNER,2014,1,21,51
KENNER,2014,1,22,54
KENNER,2014,1,23,84
KENNER,2014,1,24,40
KENNER,2014,1,25,113
KENNER,2014,1,26,179
KENNER,2014,1,27,83
KENNER,2014,1,28,35
KENNER,2014,1,29,34
KENNER,2014,1,31,77
KENNER,2014,2,1,61
KENNER,2014,2,2,84
KENNER,2014,2,3,30
KENNER,2014,2,4,70
KENNER,2014,2,5,35
KENNER,2014,2,6,146
KENNER,2014,2,7,142
KENNER,2014,2,8,137
KENNER,2014,2,9,163
KENNER,2014,2,10,57
KENNER,2014,2,11,25
KENNER,2014,2,12,47
KENNER,2014,2,13,91
KENNER,2014,2,14,61
KENNER,2014,2,15,51
KENNER,2014,2,16,80
KENNER,2014,2,17,73
KENNER,2014,2,18,59
KENNER,2014,2,19,62
KENNER,2014,2,20,75
KENNER,2014,2,21,39
KENNER,2014,2,22,39
KENNER,2014,2,23,50
KENNER,2014,2,24,119
KENNER,2014,2,25,192
KENNER,2014,2,26,89
KENNER,2014,2,27,50
KENNER,2014,2,28,66
KENNER,2014,3,1,54
KENNER,2014,3,2,50
KENNER,2014,3,3,47
KENNER,2014,3,4,80
KENNER,2014,3,5,93
KENNER,2014,3,6,63
KENNER,2014,3,7,81
KENNER,2014,3,8,87
KENNER,2014,3,9,52
KENNER,2014,3,10,108
KENNER,2014,3,11,47
KENNER,2014,3,12,59
KENNER,2014,3,13,49
KENNER,2014,3,14,77
KENNER,2014,3,15,75
KENNER,2014,3,16,62
KENNER,2014,3,17,28
KENNER,2014,3,18,69
KENNER,2014,3,19,79
KENNER,2014,3,20,93
KENNER,2014,3,21,142
KENNER,2014,3,22,118
KENNER,2014,3,23,85
KENNER,2014,3,24,111
KENNER,2014,3,25,67
KENNER,2014,3,26,61
KENNER,2014,3,27,44
KENNER,2014,3,28,43
KENNER,2014,3,29,34
KENNER,2014,3,30,61
KENNER,2014,3,31,66
KENNER,2014,4,1,59
KENNER,2014,4,2,69
KENNER,2014,4,3,66
KENNER,2014,4,4,66
KENNER,2014,4,5,50
KENNER,2014,4,6,75
KENNER,2014,4,7,49
KENNER,2014,4,8,44
KENNER,2014,4,9,54
KENNER,2014,4,10,67
KENNER,2014,4,11,74
KENNER,2014,4,12,77
KENNER,2014,4,13,63
KENNER,2014,4,14,48
KENNER,2014,4,15,32
KENNER,2014,4,16,57
KENNER,2014,4,17,63
KENNER,2014,4,18,63
KENNER,2014,4,19,77
KENNER,2014,4,20,90
KENNER,2014,4,21,56
KENNER,2014,4,22,97
KENNER,2014,4,23,96
KENNER,2014,4,24,99
KENNER,2014,4,25,85
KENNER,2014,4,26,68
KENNER,2014,4,27,79
KENNER,2014,4,28,92
KENNER,2014,4,29,157
KENNER,2014,4,30,37
KENNER,2014,5,1,48
KENNER,2014,5,2,65
KENNER,2014,5,3,87
KENNER,2014,5,4,67
KENNER,2014,5,5,89
KENNER,2014,5,8,67
KENNER,2014,5,9,62
KENNER,2014,5,10,52
KENNER,2014,5,11,73
KENNER,2014,5,12,79
KENNER,2014,5,13,71
KENNER,2014,5,14,58
KENNER,2014,5,15,36
KENNER,2014,5,16,75
KENNER,2014,5,17,70
KENNER,2014,5,18,100
KENNER,2014,5,19,87
KENNER,2014,5,20,72
KENNER,2014,5,21,99
KENNER,2014,5,22,106
KENNER,2014,5,23,100
KENNER,2014,5,24,73
KENNER,2014,5,25,89
KENNER,2014,5,26,109
KENNER,2014,5,27,81
KENNER,2014,5,28,50
KENNER,2014,5,29,42
KENNER,2014,5,30,36
KENNER,2014,5,31,27
KENNER,2014,6,1,25
KENNER,2014,6,2,39
KENNER,2014,6,3,30
KENNER,2014,6,4,49
KENNER,2014,6,5,73
KENNER,2014,6,6,63
KENNER,2014,6,7,50
KENNER,2014,6,8,38
KENNER,2014,6,9,52
KENNER,2014,6,10,53
KENNER,2014,6,11,71
KENNER,2014,6,12,100
KENNER,2014,6,13,58
KENNER,2014,6,14,139
KENNER,2014,6,15,88
KENNER,2014,6,16,104
KENNER,2014,6,17,80
KENNER,2014,6,18,114
KENNER,2014,6,19,98
KENNER,2014,6,20,80
KENNER,2014,6,21,117
KENNER,2014,6,22,90
KENNER,2014,6,23,125
KENNER,2014,6,24,111
KENNER,2014,6,25,45
KENNER,2014,6,26,44
KENNER,2014,6,27,55
KENNER,2014,6,28,59
KENNER,2014,6,29,86
KENNER,2014,6,30,105
KENNER,2014,7,1,84
KENNER,2014,7,2,80
KENNER,2014,7,3,87
KENNER,2014,7,4,103
KENNER,2014,7,5,81
KENNER,2014,7,6,101
KENNER,2014,7,7,132
KENNER,2014,7,8,73
KENNER,2014,7,9,65
KENNER,2014,7,10,77
KENNER,2014,7,11,82
KENNER,2014,7,12,97
KENNER,2014,7,13,118
KENNER,2014,7,14,97
KENNER,2014,7,15,76
KENNER,2014,7,16,87
KENNER,2014,7,17,110
KENNER,2014,7,18,82
KENNER,2014,7,19,61
KENNER,2014,7,20,52
KENNER,2014,7,21,101
KENNER,2014,7,22,132
KENNER,2014,7,23,94
KENNER,2014,7,24,112
KENNER,2014,7,25,150
KENNER,2014,7,26,94
KENNER,2014,7,27,104
KENNER,2014,7,28,141
KENNER,2014,7,29,74
KENNER,2014,7,30,82
KENNER,2014,7,31,155
KENNER,2014,8,1,227
KENNER,2014,8,2,206
KENNER,2014,8,3,201
KENNER,2014,8,4,145
KENNER,2014,8,5,152
KENNER,2014,8,6,105
KENNER,2014,8,7,70
KENNER,2014,8,8,95
KENNER,2014,8,9,72
KENNER,2014,8,10,61
KENNER,2014,8,11,81
KENNER,2014,8,12,92
KENNER,2014,8,13,92
KENNER,2014,8,14,91
KENNER,2014,8,15,143
KENNER,2014,8,16,79
KENNER,2014,8,17,39
KENNER,2014,8,18,96
KENNER,2014,8,19,118
KENNER,2014,8,20,107
KENNER,2014,8,21,77
KENNER,2014,8,22,86
KENNER,2014,8,23,117
KENNER,2014,8,24,156
KENNER,2014,8,25,93
KENNER,2014,8,26,90
KENNER,2014,8,27,59
KENNER,2014,8,28,70
KENNER,2014,9,3,47
KENNER,2014,9,4,59
KENNER,2014,9,5,59
KENNER,2014,9,6,60
KENNER,2014,9,7,84
KENNER,2014,9,8,95
KENNER,2014,9,9,117
KENNER,2014,9,12,38
KENNER,2014,9,13,86
KENNER,2014,9,14,112
KENNER,2014,9,15,55
KENNER,2014,9,16,53
KENNER,2014,9,17,74
KENNER,2014,9,18,95
KENNER,2014,9,19,43
KENNER,2014,9,20,82
KENNER,2014,9,21,78
KENNER,2014,9,22,90
KENNER,2014,9,23,60
KENNER,2014,9,24,87
KENNER,2014,9,25,91
KENNER,2014,9,26,68
KENNER,2014,9,27,71
KENNER,2014,9,28,42
KENNER,2014,9,29,66
KENNER,2014,9,30,67
KENNER,2014,10,1,37
KENNER,2014,10,2,38
KENNER,2014,10,3,49
KENNER,2014,10,4,30
KENNER,2014,10,5,47
KENNER,2014,10,6,47
KENNER,2014,10,7,46
KENNER,2014,10,8,47
KENNER,2014,10,9,70
KENNER,2014,10,10,93
KENNER,2014,10,11,65
KENNER,2014,10,12,52
KENNER,2014,10,13,43
KENNER,2014,10,14,96
KENNER,2014,10,15,45
KENNER,2014,10,16,105
KENNER,2014,10,17,69
KENNER,2014,10,18,80
KENNER,2014,10,19,82
KENNER,2014,10,20,87
KENNER,2014,10,21,88
KENNER,2014,10,22,101
KENNER,2014,10,23,86
KENNER,2014,10,24,87
KENNER,2014,10,25,93
KENNER,2014,10,26,128
KENNER,2014,10,27,157
KENNER,2014,10,28,62
KENNER,2014,10,29,70
KENNER,2014,10,30,42
KENNER,2014,10,31,56
KENNER,2014,11,1,28
KENNER,2014,11,2,70
KENNER,2014,11,3,74
KENNER,2014,11,4,52
KENNER,2014,11,5,53
KENNER,2014,11,6,52
KENNER,2014,11,7,32
KENNER,2014,11,8,70
KENNER,2014,11,9,90
KENNER,2014,11,10,126
KENNER,2014,11,11,82
KENNER,2014,11,12,66
KENNER,2014,11,13,105
KENNER,2014,11,14,61
KENNER,2014,11,15,112
KENNER,2014,11,16,64
KENNER,2014,11,17,41
KENNER,2014,11,18,49
KENNER,2014,11,19,95
KENNER,2014,11,20,52
KENNER,2014,11,21,75
KENNER,2014,11,22,102
KENNER,2014,11,23,41
KENNER,2014,11,24,62
KENNER,2014,11,25,36
KENNER,2014,11,26,49
KENNER,2014,11,27,44
KENNER,2014,11,28,66
KENNER,2014,11,29,45
KENNER,2014,11,30,52
KENNER,2014,12,1,45
KENNER,2014,12,2,40
KENNER,2014,12,3,91
KENNER,2014,12,4,68
KENNER,2014,12,5,38
KENNER,2014,12,6,60
KENNER,2014,12,7,87
KENNER,2014,12,8,110
KENNER,2014,12,9,107
KENNER,2014,12,10,83
KENNER,2014,12,11,111
KENNER,2014,12,12,133
KENNER,2014,12,13,139
KENNER,2014,12,14,131
KENNER,2014,12,15,87
KENNER,2014,12,16,33
KENNER,2014,12,17,55
KENNER,2014,12,18,94
KENNER,2014,12,19,59
KENNER,2014,12,20,44
KENNER,2014,12,21,106
KENNER,2014,12,22,122
KENNER,2014,12,23,63
KENNER,2014,12,24,30
KENNER,2014,12,25,60
KENNER,2014,12,26,36
KENNER,2014,12,27,47
KENNER,2014,12,28,45
KENNER,2014,12,29,33
KENNER,2014,12,30,39
KENNER,2014,12,31,106
PORT ALLEN,2014,1,1,187
PORT ALLEN,2014,1,2,87
PORT ALLEN,2014,1,3,43
PORT ALLEN,2014,1,4,88
PORT ALLEN,2014,1,5,95
PORT ALLEN,2014,1,6,50
PORT ALLEN,2014,1,7,42
PORT ALLEN,2014,1,8,74
PORT ALLEN,2014,1,9,78
PORT ALLEN,2014,1,10,94
PORT ALLEN,2014,1,11,41
PORT ALLEN,2014,1,12,53
PORT ALLEN,2014,1,13,56
PORT ALLEN,2014,1,14,56
PORT ALLEN,2014,1,15,40
PORT ALLEN,2014,1,22,119
PORT ALLEN,2014,1,23,110
PORT ALLEN,2014,1,24,37
PORT ALLEN,2014,1,25,73
PORT ALLEN,2014,1,26,85
PORT ALLEN,2014,1,27,87
PORT ALLEN,2014,1,28,24
PORT ALLEN,2014,1,29,32
PORT ALLEN,2014,1,30,77
PORT ALLEN,2014,1,31,109
PORT ALLEN,2014,2,1,92
PORT ALLEN,2014,2,2,67
PORT ALLEN,2014,2,3,40
PORT ALLEN,2014,2,4,57
PORT ALLEN,2014,2,5,48
PORT ALLEN,2014,2,6,139
PORT ALLEN,2014,2,7,122
PORT ALLEN,2014,2,8,123
PORT ALLEN,2014,2,9,115
PORT ALLEN,2014,2,10,73
PORT ALLEN,2014,2,11,37
PORT ALLEN,2014,2,12,80
PORT ALLEN,2014,2,13,99
PORT ALLEN,2014,2,14,70
PORT ALLEN,2014,2,15,63
PORT ALLEN,2014,2,16,117
PORT ALLEN,2014,2,17,102
PORT ALLEN,2014,2,18,74
PORT ALLEN,2014,2,19,102
PORT ALLEN,2014,2,20,77
PORT ALLEN,2014,2,21,38
PORT ALLEN,2014,2,22,61
PORT ALLEN,2014,2,23,84
PORT ALLEN,2014,2,24,106
PORT ALLEN,2014,2,25,193
PORT ALLEN,2014,2,26,66
PORT ALLEN,2014,2,27,52
PORT ALLEN,2014,2,28,99
PORT ALLEN,2014,3,1,66
PORT ALLEN,2014,3,2,72
PORT ALLEN,2014,3,3,48
PORT ALLEN,2014,3,4,75
PORT ALLEN,2014,3,5,93
PORT ALLEN,2014,3,6,71
PORT ALLEN,2014,3,7,117
PORT ALLEN,2014,3,8,90
PORT ALLEN,2014,3,9,132
PORT ALLEN,2014,3,10,160
PORT ALLEN,2014,3,11,94
PORT ALLEN,2014,3,12,69
PORT ALLEN,2014,3,13,67
PORT ALLEN,2014,3,14,107
PORT ALLEN,2014,3,15,83
PORT ALLEN,2014,3,16,51
PORT ALLEN,2014,3,17,53
PORT ALLEN,2014,3,18,95
PORT ALLEN,2014,3,19,92
PORT ALLEN,2014,3,20,102
PORT ALLEN,2014,3,21,184
PORT ALLEN,2014,3,22,156
PORT ALLEN,2014,3,23,78
PORT ALLEN,2014,3,24,98
PORT ALLEN,2014,3,25,63
PORT ALLEN,2014,3,26,82
PORT ALLEN,2014,3,27,65
PORT ALLEN,2014,3,28,77
PORT ALLEN,2014,3,29,37
PORT ALLEN,2014,3,30,72
PORT ALLEN,2014,3,31,89
PORT ALLEN,2014,4,1,84
PORT ALLEN,2014,4,2,118
PORT ALLEN,2014,4,3,95
PORT ALLEN,2014,4,4,87
PORT ALLEN,2014,4,5,57
PORT ALLEN,2014,4,6,75
PORT ALLEN,2014,4,7,32
PORT ALLEN,2014,4,8,59
PORT ALLEN,2014,4,9,64
PORT ALLEN,2014,4,10,81
PORT ALLEN,2014,4,11,82
PORT ALLEN,2014,4,12,97
PORT ALLEN,2014,4,13,76
PORT ALLEN,2014,4,14,74
PORT ALLEN,2014,4,15,46
PORT ALLEN,2014,4,16,66
PORT ALLEN,2014,4,17,93
PORT ALLEN,2014,4,18,91
PORT ALLEN,2014,4,19,76
PORT ALLEN,2014,4,20,122
PORT ALLEN,2014,4,21,121
PORT ALLEN,2014,4,22,103
PORT ALLEN,2014,4,23,125
PORT ALLEN,2014,4,24,125
PORT ALLEN,2014,4,25,110
PORT ALLEN,2014,4,26,99
PORT ALLEN,2014,4,27,102
PORT ALLEN,2014,4,28,114
PORT ALLEN,2014,4,29,170
PORT ALLEN,2014,4,30,57
PORT ALLEN,2014,5,1,59
PORT ALLEN,2014,5,2,95
PORT ALLEN,2014,5,3,87
PORT ALLEN,2014,5,4,67
PORT ALLEN,2014,5,5,89
PORT ALLEN,2014,5,6,99
PORT ALLEN,2014,5,7,106
PORT ALLEN,2014,5,8,101
PORT ALLEN,2014,5,9,64
PORT ALLEN,2014,5,10,54
PORT ALLEN,2014,5,11,75
PORT ALLEN,2014,5,12,105
PORT ALLEN,2014,5,13,82
PORT ALLEN,2014,5,14,81
PORT ALLEN,2014,5,15,84
PORT ALLEN,2014,5,16,80
PORT ALLEN,2014,5,17,69
PORT ALLEN,2014,5,18,109
PORT ALLEN,2014,5,19,114
PORT ALLEN,2014,5,20,96
PORT ALLEN,2014,5,21,111
PORT ALLEN,2014,5,22,117
PORT ALLEN,2014,5,23,112
PORT ALLEN,2014,5,24,72
PORT ALLEN,2014,5,25,75
PORT ALLEN,2014,5,26,28
PORT ALLEN,2014,5,27,94
PORT ALLEN,2014,5,28,46
PORT ALLEN,2014,5,29,53
PORT ALLEN,2014,5,30,58
PORT ALLEN,2014,5,31,43
PORT ALLEN,2014,6,1,40
PORT ALLEN,2014,6,2,57
PORT ALLEN,2014,6,3,48
PORT ALLEN,2014,6,4,66
PORT ALLEN,2014,6,5,62
PORT ALLEN,2014,6,6,54
PORT ALLEN,2014,6,7,53
PORT ALLEN,2014,6,8,38
PORT ALLEN,2014,6,9,70
PORT ALLEN,2014,6,10,61
PORT ALLEN,2014,6,11,65
PORT ALLEN,2014,6,12,104
PORT ALLEN,2014,6,13,35
PORT ALLEN,2014,6,14,113
PORT ALLEN,2014,6,15,109
PORT ALLEN,2014,6,16,130
PORT ALLEN,2014,6,17,86
PORT ALLEN,2014,6,18,99
PORT ALLEN,2014,6,20,176
PORT ALLEN,2014,6,21,105
PORT ALLEN,2014,6,22,112
PORT ALLEN,2014,6,23,177
PORT ALLEN,2014,6,24,99
PORT ALLEN,2014,6,25,58
PORT ALLEN,2014,6,26,29
PORT ALLEN,2014,6,27,62
PORT ALLEN,2014,6,28,72
PORT ALLEN,2014,6,29,121
PORT ALLEN,2014,6,30,150
PORT ALLEN,2014,7,1,84
PORT ALLEN,2014,7,2,122
PORT ALLEN,2014,7,3,97
PORT ALLEN,2014,7,4,88
PORT ALLEN,2014,7,5,128
PORT ALLEN,2014,7,6,153
PORT ALLEN,2014,7,7,137
PORT ALLEN,2014,7,14,102
PORT ALLEN,2014,7,15,77
PORT ALLEN,2014,7,16,81
PORT ALLEN,2014,7,17,94
PORT ALLEN,2014,7,18,79
PORT ALLEN,2014,7,19,44
PORT ALLEN,2014,7,20,128
PORT ALLEN,2014,7,21,129
PORT ALLEN,2014,7,22,106
PORT ALLEN,2014,7,23,148
PORT ALLEN,2014,7,24,202
PORT ALLEN,2014,7,25,135
PORT ALLEN,2014,7,26,105
PORT ALLEN,2014,7,27,118
PORT ALLEN,2014,7,28,133
PORT ALLEN,2014,7,29,84
PORT ALLEN,2014,7,30,144
PORT ALLEN,2014,7,31,185
PORT ALLEN,2014,8,1,200
PORT ALLEN,2014,8,2,132
PORT ALLEN,2014,8,3,194
PORT ALLEN,2014,8,4,157
PORT ALLEN,2014,8,5,213
PORT ALLEN,2014,8,6,103
PORT ALLEN,2014,8,7,64
PORT ALLEN,2014,8,8,109
PORT ALLEN,2014,8,9,71
PORT ALLEN,2014,8,10,67
PORT ALLEN,2014,8,11,66
PORT ALLEN,2014,8,12,99
PORT ALLEN,2014,8,13,97
PORT ALLEN,2014,8,14,107
PORT ALLEN,2014,8,15,158
PORT ALLEN,2014,8,16,93
PORT ALLEN,2014,8,17,47
PORT ALLEN,2014,8,18,135
PORT ALLEN,2014,8,19,128
PORT ALLEN,2014,8,20,123
PORT ALLEN,2014,8,21,115
PORT ALLEN,2014,8,22,189
PORT ALLEN,2014,8,23,174
PORT ALLEN,2014,8,24,159
PORT ALLEN,2014,8,25,122
PORT ALLEN,2014,8,26,97
PORT ALLEN,2014,8,27,104
PORT ALLEN,2014,8,28,95
PORT ALLEN,2014,8,29,79
PORT ALLEN,2014,8,30,35
PORT ALLEN,2014,8,31,94
PORT ALLEN,2014,9,1,66
PORT ALLEN,2014,9,2,49
PORT ALLEN,2014,9,3,24
PORT ALLEN,2014,9,4,96
PORT ALLEN,2014,9,5,98
PORT ALLEN,2014,9,6,69
PORT ALLEN,2014,9,7,76
PORT ALLEN,2014,9,8,115
PORT ALLEN,2014,9,9,148
PORT ALLEN,2014,9,10,58
PORT ALLEN,2014,9,11,84
PORT ALLEN,2014,9,12,67
PORT ALLEN,2014,9,13,49
PORT ALLEN,2014,9,14,103
PORT ALLEN,2014,9,15,96
PORT ALLEN,2014,9,16,92
PORT ALLEN,2014,9,17,94
PORT ALLEN,2014,9,18,86
PORT ALLEN,2014,9,19,82
PORT ALLEN,2014,9,20,100
PORT ALLEN,2014,9,21,93
PORT ALLEN,2014,9,22,102
PORT ALLEN,2014,9,23,81
PORT ALLEN,2014,9,24,105
PORT ALLEN,2014,9,25,120
PORT ALLEN,2014,9,26,99
PORT ALLEN,2014,9,27,86
PORT ALLEN,2014,9,28,74
PORT ALLEN,2014,9,29,71
PORT ALLEN,2014,9,30,89
PORT ALLEN,2014,10,1,64
PORT ALLEN,2014,10,2,67
PORT ALLEN,2014,10,3,65
PORT ALLEN,2014,10,4,48
PORT ALLEN,2014,10,5,71
PORT ALLEN,2014,10,6,78
PORT ALLEN,2014,10,7,84
PORT ALLEN,2014,10,8,69
PORT ALLEN,2014,10,9,94
PORT ALLEN,2014,10,10,127
PORT ALLEN,2014,10,11,77
PORT ALLEN,2014,10,12,66
PORT ALLEN,2014,10,13,46
PORT ALLEN,2014,10,14,34
PORT ALLEN,2014,10,15,52
PORT ALLEN,2014,10,16,115
PORT ALLEN,2014,10,17,74
PORT ALLEN,2014,10,18,71
PORT ALLEN,2014,10,21,88
PORT ALLEN,2014,10,22,142
PORT ALLEN,2014,10,23,87
PORT ALLEN,2014,10,24,72
PORT ALLEN,2014,10,25,106
PORT ALLEN,2014,10,26,129
PORT ALLEN,2014,10,27,156
PORT ALLEN,2014,10,29,115
PORT ALLEN,2014,10,30,71
PORT ALLEN,2014,10,31,91
PORT ALLEN,2014,11,1,37
PORT ALLEN,2014,11,2,59
PORT ALLEN,2014,11,3,103
PORT ALLEN,2014,11,4,85
PORT ALLEN,2014,11,5,86
PORT ALLEN,2014,11,6,81
PORT ALLEN,2014,11,7,58
PORT ALLEN,2014,11,8,67
PORT ALLEN,2014,11,9,87
PORT ALLEN,2014,11,10,140
PORT ALLEN,2014,11,11,118
PORT ALLEN,2014,11,12,53
PORT ALLEN,2014,11,13,81
PORT ALLEN,2014,11,14,52
PORT ALLEN,2014,11,15,103
PORT ALLEN,2014,11,16,69
PORT ALLEN,2014,11,17,121
PORT ALLEN,2014,11,18,46
PORT ALLEN,2014,11,19,101
PORT ALLEN,2014,11,21,93
PORT ALLEN,2014,11,22,106
PORT ALLEN,2014,11,23,44
PORT ALLEN,2014,11,24,54
PORT ALLEN,2014,11,25,44
PORT ALLEN,2014,11,26,78
PORT ALLEN,2014,11,27,49
PORT ALLEN,2014,11,28,144
